0.01,0.067869,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67869
0.02,0.067869,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67869
0.03,0.067869,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67869
0.04,0.067869,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67869
0.05,0.067869,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67869
0.06,0.067868,0.13574,0.20361,0.27147,0.33934,0.40721,0.47508,0.54295,0.61082,0.67868
0.07,0.067868,0.13574,0.2036,0.27147,0.33934,0.40721,0.47508,0.54295,0.61081,0.67868
0.08,0.067868,0.13574,0.2036,0.27147,0.33934,0.40721,0.47508,0.54294,0.61081,0.67868
0.09,0.067868,0.13574,0.2036,0.27147,0.33934,0.40721,0.47507,0.54294,0.61081,0.67868
0.1,0.067867,0.13573,0.2036,0.27147,0.33934,0.4072,0.47507,0.54294,0.6108,0.67867
0.11,0.067867,0.13573,0.2036,0.27147,0.33933,0.4072,0.47507,0.54293,0.6108,0.67867
0.12,0.067866,0.13573,0.2036,0.27146,0.33933,0.40719,0.47506,0.54293,0.61079,0.67866
0.13,0.067865,0.13573,0.20359,0.27146,0.33932,0.40719,0.47505,0.54292,0.61078,0.67865
0.14,0.067863,0.13573,0.20359,0.27145,0.33932,0.40718,0.47504,0.54291,0.61077,0.67863
0.15,0.067861,0.13572,0.20358,0.27145,0.33931,0.40717,0.47503,0.54289,0.61075,0.67861
0.16,0.067859,0.13572,0.20358,0.27144,0.3393,0.40716,0.47501,0.54287,0.61073,0.67859
0.17,0.067857,0.13571,0.20357,0.27143,0.33928,0.40714,0.475,0.54285,0.61071,0.67857
0.18,0.067854,0.13571,0.20356,0.27141,0.33927,0.40712,0.47498,0.54283,0.61068,0.67854
0.19,0.06785,0.1357,0.20355,0.2714,0.33925,0.4071,0.47495,0.5428,0.61065,0.6785
0.2,0.067846,0.13569,0.20354,0.27138,0.33923,0.40707,0.47492,0.54277,0.61061,0.67846
0.21,0.067841,0.13568,0.20352,0.27136,0.3392,0.40704,0.47489,0.54273,0.61057,0.67841
0.22,0.067835,0.13567,0.20351,0.27134,0.33918,0.40701,0.47485,0.54268,0.61052,0.67835
0.23,0.067829,0.13566,0.20349,0.27131,0.33914,0.40697,0.4748,0.54263,0.61046,0.67829
0.24,0.067821,0.13564,0.20346,0.27128,0.33911,0.40693,0.47475,0.54257,0.61039,0.67821
0.25,0.067813,0.13563,0.20344,0.27125,0.33906,0.40688,0.47469,0.5425,0.61031,0.67813
0.26,0.067803,0.13561,0.20341,0.27121,0.33902,0.40682,0.47462,0.54242,0.61023,0.67803
0.27,0.067792,0.13558,0.20338,0.27117,0.33896,0.40675,0.47455,0.54234,0.61013,0.67792
0.28,0.06778,0.13556,0.20334,0.27112,0.3389,0.40668,0.47446,0.54224,0.61002,0.6778
0.29,0.067767,0.13553,0.2033,0.27107,0.33884,0.4066,0.47437,0.54214,0.6099,0.67767
0.3,0.067752,0.1355,0.20326,0.27101,0.33876,0.40651,0.47427,0.54202,0.60977,0.67752
0.31,0.067736,0.13547,0.20321,0.27094,0.33868,0.40641,0.47415,0.54189,0.60962,0.67736
0.32,0.067718,0.13544,0.20315,0.27087,0.33859,0.40631,0.47402,0.54174,0.60946,0.67718
0.33,0.067698,0.1354,0.20309,0.27079,0.33849,0.40619,0.47388,0.54158,0.60928,0.67698
0.34,0.067676,0.13535,0.20303,0.2707,0.33838,0.40606,0.47373,0.54141,0.60908,0.67676
0.35,0.067652,0.1353,0.20296,0.27061,0.33826,0.40591,0.47356,0.54122,0.60887,0.67652
0.36,0.067626,0.13525,0.20288,0.2705,0.33813,0.40575,0.47338,0.54101,0.60863,0.67626
0.37,0.067597,0.13519,0.20279,0.27039,0.33799,0.40558,0.47318,0.54078,0.60838,0.67597
0.38,0.067566,0.13513,0.2027,0.27027,0.33783,0.4054,0.47296,0.54053,0.6081,0.67566
0.39,0.067533,0.13507,0.2026,0.27013,0.33766,0.4052,0.47273,0.54026,0.60779,0.67533
0.4,0.067496,0.13499,0.20249,0.26999,0.33748,0.40498,0.47247,0.53997,0.60747,0.67496
0.41,0.067457,0.13491,0.20237,0.26983,0.33728,0.40474,0.4722,0.53966,0.60711,0.67457
0.42,0.067414,0.13483,0.20224,0.26966,0.33707,0.40449,0.4719,0.53931,0.60673,0.67414
0.43,0.067368,0.13474,0.20211,0.26947,0.33684,0.40421,0.47158,0.53895,0.60632,0.67368
0.44,0.067319,0.13464,0.20196,0.26928,0.33659,0.40391,0.47123,0.53855,0.60587,0.67319
0.45,0.067266,0.13453,0.2018,0.26906,0.33633,0.40359,0.47086,0.53813,0.60539,0.67266
0.46,0.067209,0.13442,0.20163,0.26883,0.33604,0.40325,0.47046,0.53767,0.60488,0.67209
0.47,0.067147,0.13429,0.20144,0.26859,0.33574,0.40288,0.47003,0.53718,0.60433,0.67147
0.48,0.067081,0.13416,0.20124,0.26833,0.33541,0.40249,0.46957,0.53665,0.60373,0.67081
0.49,0.067011,0.13402,0.20103,0.26804,0.33505,0.40207,0.46908,0.53609,0.6031,0.67011
0.5,0.066936,0.13387,0.20081,0.26774,0.33468,0.40161,0.46855,0.53548,0.60242,0.66936
0.51,0.066855,0.13371,0.20056,0.26742,0.33427,0.40113,0.46798,0.53484,0.60169,0.66855
0.52,0.066769,0.13354,0.20031,0.26707,0.33384,0.40061,0.46738,0.53415,0.60092,0.66769
0.53,0.066677,0.13335,0.20003,0.26671,0.33338,0.40006,0.46674,0.53341,0.60009,0.66677
0.54,0.066578,0.13316,0.19973,0.26631,0.33289,0.39947,0.46605,0.53263,0.5992,0.66578
0.55,0.066473,0.13295,0.19942,0.26589,0.33237,0.39884,0.46531,0.53179,0.59826,0.66473
0.56,0.066361,0.13272,0.19908,0.26545,0.33181,0.39817,0.46453,0.53089,0.59725,0.66361
0.57,0.066242,0.13248,0.19873,0.26497,0.33121,0.39745,0.46369,0.52994,0.59618,0.66242
0.58,0.066115,0.13223,0.19834,0.26446,0.33057,0.39669,0.4628,0.52892,0.59503,0.66115
0.59,0.065979,0.13196,0.19794,0.26392,0.3299,0.39588,0.46186,0.52784,0.59381,0.65979
0.6,0.065835,0.13167,0.19751,0.26334,0.32918,0.39501,0.46085,0.52668,0.59252,0.65835
0.61,0.065681,0.13136,0.19704,0.26272,0.32841,0.39409,0.45977,0.52545,0.59113,0.65681
0.62,0.065517,0.13103,0.19655,0.26207,0.32759,0.3931,0.45862,0.52414,0.58966,0.65517
0.63,0.065343,0.13069,0.19603,0.26137,0.32671,0.39206,0.4574,0.52274,0.58808,0.65343
0.64,0.065156,0.13031,0.19547,0.26063,0.32578,0.39094,0.4561,0.52125,0.58641,0.65156
0.65,0.064958,0.12992,0.19487,0.25983,0.32479,0.38975,0.45471,0.51966,0.58462,0.64958
0.66,0.064747,0.12949,0.19424,0.25899,0.32373,0.38848,0.45323,0.51797,0.58272,0.64747
0.67,0.064521,0.12904,0.19356,0.25808,0.3226,0.38713,0.45165,0.51617,0.58069,0.64521
0.68,0.06428,0.12856,0.19284,0.25712,0.3214,0.38568,0.44996,0.51424,0.57852,0.6428
0.69,0.064023,0.12805,0.19207,0.25609,0.32012,0.38414,0.44816,0.51219,0.57621,0.64023
0.7,0.063749,0.1275,0.19125,0.25499,0.31874,0.38249,0.44624,0.50999,0.57374,0.63749
0.71,0.063455,0.12691,0.19037,0.25382,0.31728,0.38073,0.44419,0.50764,0.5711,0.63455
0.72,0.063141,0.12628,0.18942,0.25256,0.3157,0.37885,0.44199,0.50513,0.56827,0.63141
0.73,0.062805,0.12561,0.18841,0.25122,0.31402,0.37683,0.43963,0.50244,0.56524,0.62805
0.74,0.062444,0.12489,0.18733,0.24977,0.31222,0.37466,0.43711,0.49955,0.56199,0.62444
0.75,0.062056,0.12411,0.18617,0.24823,0.31028,0.37234,0.43439,0.49645,0.55851,0.62056
0.76,0.06164,0.12328,0.18492,0.24656,0.3082,0.36984,0.43148,0.49312,0.55476,0.6164
0.77,0.061192,0.12238,0.18357,0.24477,0.30596,0.36715,0.42834,0.48953,0.55072,0.61192
0.78,0.060708,0.12142,0.18212,0.24283,0.30354,0.36425,0.42496,0.48566,0.54637,0.60708
0.79,0.060185,0.12037,0.18056,0.24074,0.30093,0.36111,0.4213,0.48148,0.54167,0.60185
0.8,0.059619,0.11924,0.17886,0.23848,0.2981,0.35771,0.41733,0.47695,0.53657,0.59619
0.81,0.059005,0.11801,0.17701,0.23602,0.29502,0.35403,0.41303,0.47204,0.53104,0.59005
0.82,0.058336,0.11667,0.17501,0.23334,0.29168,0.35001,0.40835,0.46668,0.52502,0.58336
0.83,0.057605,0.11521,0.17282,0.23042,0.28803,0.34563,0.40324,0.46084,0.51845,0.57605
0.84,0.056805,0.11361,0.17042,0.22722,0.28403,0.34083,0.39764,0.45444,0.51125,0.56805
0.85,0.055926,0.11185,0.16778,0.2237,0.27963,0.33555,0.39148,0.44741,0.50333,0.55926
0.86,0.054954,0.10991,0.16486,0.21982,0.27477,0.32973,0.38468,0.43964,0.49459,0.54954
0.87,0.053877,0.10775,0.16163,0.21551,0.26938,0.32326,0.37714,0.43102,0.48489,0.53877
0.88,0.052675,0.10535,0.15802,0.2107,0.26337,0.31605,0.36872,0.4214,0.47407,0.52675
0.89,0.051326,0.10265,0.15398,0.2053,0.25663,0.30796,0.35928,0.41061,0.46193,0.51326
0.9,0.049801,0.099601,0.1494,0.1992,0.249,0.2988,0.3486,0.3984,0.44821,0.49801
0.91,0.048062,0.096124,0.14419,0.19225,0.24031,0.28837,0.33643,0.3845,0.43256,0.48062
0.92,0.046061,0.092122,0.13818,0.18424,0.2303,0.27636,0.32243,0.36849,0.41455,0.46061
0.93,0.043731,0.087462,0.13119,0.17492,0.21865,0.26239,0.30612,0.34985,0.39358,0.43731
0.94,0.040981,0.081962,0.12294,0.16392,0.2049,0.24588,0.28687,0.32785,0.36883,0.40981
0.95,0.037681,0.075361,0.11304,0.15072,0.1884,0.22608,0.26376,0.30144,0.33913,0.37681
0.96,0.033638,0.067276,0.10091,0.13455,0.16819,0.20183,0.23547,0.26911,0.30274,0.33638
0.97,0.028557,0.057115,0.085672,0.11423,0.14279,0.17134,0.1999,0.22846,0.25702,0.28557
0.98,0.021954,0.043909,0.065863,0.087818,0.10977,0.13173,0.15368,0.17564,0.19759,0.21954
0.99,0.012982,0.025963,0.038945,0.051927,0.064908,0.07789,0.090871,0.10385,0.11683,0.12982
